ID,Title,Pack,Artist,Image,Level,Chart Constant,Background,Chart Design,Side,Artwork,Length,Vocals,Genre,Difficulty,Notes_Touch,Notes_Joycon,Version_Mobile,Version_Switch,Added_Mobile,Added_Switch,BPM_Min,BPM_Max
etherstrike,Ether Strike,Luminous Sky,Akira Complex,https://static.wikia.nocookie.net/iowiro/images/7/73/Ether_strike.jpg/revision/latest?cb=20230928060832,5,5.5,etherstrike,Zero Sky,Light,シエラ (cierra),2:19,Vocal samples,Future Trance / Future Synth,0,659,659,1.7.0,1.0.0c,2018-07-16,2021-05-18,156,156
etherstrike,Ether Strike,Luminous Sky,Akira Complex,https://static.wikia.nocookie.net/iowiro/images/7/73/Ether_strike.jpg/revision/latest?cb=20230928060832,8,8.3,etherstrike,Zero Sky,Light,シエラ (cierra),2:19,Vocal samples,Future Trance / Future Synth,1,837,837,1.7.0,1.0.0c,2018-07-16,2021-05-18,156,156
etherstrike,Ether Strike,Luminous Sky,Akira Complex,https://static.wikia.nocookie.net/iowiro/images/7/73/Ether_strike.jpg/revision/latest?cb=20230928060832,10,10.3,etherstrike,Zero Sky,Light,シエラ (cierra),2:19,Vocal samples,Future Trance / Future Synth,2,1170,1085,1.7.0,1.0.0c,2018-07-16,2021-05-18,156,156
oshamascramble,Oshama Scramble!,maimai Collaboration,t+pazolite,https://static.wikia.nocookie.net/iowiro/images/d/de/Oshama_Scramble%21.jpg/revision/latest?cb=20210108003016,3,3.5,maimai_light,Nitro!+9牛乳,Light,百舌谷 (mozuya) (not credited),2:01,Vocal samples,Speedcore / Hardcore,0,508,,3.4.1,,2021-01-08,,190,190
oshamascramble,Oshama Scramble!,maimai Collaboration,t+pazolite,https://static.wikia.nocookie.net/iowiro/images/d/de/Oshama_Scramble%21.jpg/revision/latest?cb=20210108003016,6,6.5,maimai_light,Nitro!+99牛乳,Light,百舌谷 (mozuya) (not credited),2:01,Vocal samples,Speedcore / Hardcore,1,568,,3.4.1,,2021-01-08,,190,190
oshamascramble,Oshama Scramble!,maimai Collaboration,t+pazolite,https://static.wikia.nocookie.net/iowiro/images/d/de/Oshama_Scramble%21.jpg/revision/latest?cb=20210108003016,10,10.0,maimai_light,Nitro!+999牛乳,Light,百舌谷 (mozuya) (not credited),2:01,Vocal samples,Speedcore / Hardcore,2,1073,,3.4.1,,2021-01-08,,190,190
tiemedowngently,Tie me down gently,Sunset Radiance,溝口ゆうま feat. 大瀬良あい,https://static.wikia.nocookie.net/iowiro/images/7/78/Tie_me_down_gently.jpg/revision/latest?cb=20230928085145,3,3.0,omatsuri_conflict,Kurorak,Conflict,kobuta,2:19,大瀬良あい (Ai Ohsera),Artcore,0,581,581,2.3.0,1.0.0c,2019-08-22,2021-05-18,191,191
tiemedowngently,Tie me down gently,Sunset Radiance,溝口ゆうま feat. 大瀬良あい,https://static.wikia.nocookie.net/iowiro/images/7/78/Tie_me_down_gently.jpg/revision/latest?cb=20230928085145,5,5.5,omatsuri_conflict,Kurorak,Conflict,kobuta,2:19,大瀬良あい (Ai Ohsera),Artcore,1,535,535,2.3.0,1.0.0c,2019-08-22,2021-05-18,191,191
tiemedowngently,Tie me down gently,Sunset Radiance,溝口ゆうま feat. 大瀬良あい,https://static.wikia.nocookie.net/iowiro/images/7/78/Tie_me_down_gently.jpg/revision/latest?cb=20230928085145,8,8.3,omatsuri_conflict,Kurorak,Conflict,kobuta,2:19,大瀬良あい (Ai Ohsera),Artcore,2,724,724,2.3.0,1.0.0c,2019-08-22,2021-05-18,191,191
dxchoseinoufullmetalshojo,DX Choseinou Full Metal Shojo,Groove Coaster Collaboration,IOSYS TRAX  (uno with. ちよこ),https://static.wikia.nocookie.net/iowiro/images/f/f5/DX_Choseinou_Full_Metal_Shojo.jpg/revision/latest?cb=20230928055838,3,3.0,gc_light,DX譜面作者フルメタルNitro,Light,雉本ユーヒ (Yuhi Kijimoto) (not credited),1:55,ちよこ (Chiyoko),Melodic Schranz / Denpa,0,327,327,1.9.0,1.1.0,2019-01-09,2021-06-22,160,160
dxchoseinoufullmetalshojo,DX Choseinou Full Metal Shojo,Groove Coaster Collaboration,IOSYS TRAX  (uno with. ちよこ),https://static.wikia.nocookie.net/iowiro/images/f/f5/DX_Choseinou_Full_Metal_Shojo.jpg/revision/latest?cb=20230928055838,6,6.0,gc_light,DX譜面作者フルメタルNitro,Light,雉本ユーヒ (Yuhi Kijimoto) (not credited),1:55,ちよこ (Chiyoko),Melodic Schranz / Denpa,1,556,556,1.9.0,1.1.0,2019-01-09,2021-06-22,160,160
dxchoseinoufullmetalshojo,DX Choseinou Full Metal Shojo,Groove Coaster Collaboration,IOSYS TRAX  (uno with. ちよこ),https://static.wikia.nocookie.net/iowiro/images/f/f5/DX_Choseinou_Full_Metal_Shojo.jpg/revision/latest?cb=20230928055838,9+,9.8,gc_light,DX譜面作者フルメタルNitro,Light,雉本ユーヒ (Yuhi Kijimoto) (not credited),1:55,ちよこ (Chiyoko),Melodic Schranz / Denpa,2,808,808,1.9.0,1.1.0,2019-01-09,2021-06-22,160,160
chronicle,Chronicle,World Extend,Lime,https://static.wikia.nocookie.net/iowiro/images/9/97/Chronicle.jpg/revision/latest?cb=20230927234850,5,5.0,vs_light,夜浪 -Annales Historiae-,Light,fixro2n,2:25,None,Artcore,0,928,,4.2.0,,2023-01-26,,221,221
chronicle,Chronicle,World Extend,Lime,https://static.wikia.nocookie.net/iowiro/images/9/97/Chronicle.jpg/revision/latest?cb=20230927234850,8,8.5,vs_light,夜浪 -Annales Historiae-,Light,fixro2n,2:25,None,Artcore,1,1077,,4.2.0,,2023-01-26,,221,221
chronicle,Chronicle,World Extend,Lime,https://static.wikia.nocookie.net/iowiro/images/9/97/Chronicle.jpg/revision/latest?cb=20230927234850,10,10.4,vs_light,夜浪 -Annales Historiae-,Light,fixro2n,2:25,None,Artcore,2,1264,,4.2.0,,2023-01-26,,221,221
maliciousmischance,Malicious Mischance,Memory Archive,s-don,https://static.wikia.nocookie.net/iowiro/images/9/9a/Malicious_Mischance.jpg/revision/latest?cb=20230928071120,4,4.0,vs_conflict,×NITRO×,Conflict,nonokuro,2:17,Vocal samples,Hard Dance / Schranz,0,510,510,3.1.2,1.0.0c,2020-09-03,2021-05-18,155,155
maliciousmischance,Malicious Mischance,Memory Archive,s-don,https://static.wikia.nocookie.net/iowiro/images/9/9a/Malicious_Mischance.jpg/revision/latest?cb=20230928071120,7,7.5,vs_conflict,×NITRO×,Conflict,nonokuro,2:17,Vocal samples,Hard Dance / Schranz,1,706,706,3.1.2,1.0.0c,2020-09-03,2021-05-18,155,155
maliciousmischance,Malicious Mischance,Memory Archive,s-don,https://static.wikia.nocookie.net/iowiro/images/9/9a/Malicious_Mischance.jpg/revision/latest?cb=20230928071120,10,10.2,vs_conflict,×NITRO×,Conflict,nonokuro,2:17,Vocal samples,Hard Dance / Schranz,2,1126,1126,3.1.2,1.0.0c,2020-09-03,2021-05-18,155,155
teravolt,TeraVolt,Shifting Veil,Katali,https://static.wikia.nocookie.net/iowiro/images/0/07/Teravolt.jpg/revision/latest?cb=20231026001726,5,5.0,eden_append_conflict,夜浪,Conflict,hiro,2:22,None,Colour Tearout,0,675,,5.1.0,,2023-10-26,,154,154
teravolt,TeraVolt,Shifting Veil,Katali,https://static.wikia.nocookie.net/iowiro/images/0/07/Teravolt.jpg/revision/latest?cb=20231026001726,8,8.4,eden_append_conflict,夜浪,Conflict,hiro,2:22,None,Colour Tearout,1,804,,5.1.0,,2023-10-26,,154,154
teravolt,TeraVolt,Shifting Veil,Katali,https://static.wikia.nocookie.net/iowiro/images/0/07/Teravolt.jpg/revision/latest?cb=20231026001726,10+,10.9,eden_append_conflict,超東星 × 雷夜浪,Conflict,hiro,2:22,None,Colour Tearout,2,1008,,5.1.0,,2023-10-26,,154,154
revixy,ReviXy,Arcaea,ikaruga_nex,https://static.wikia.nocookie.net/iowiro/images/6/67/Revixy_new.jpg/revision/latest?cb=20230927233249,3,3.0,base_conflict,Revoke Kurorak,Conflict,出前 (Demae),2:38,Vocal samples,Freeform,0,538,538,2.0.0,1.0.0c,2019-03-21,2021-05-18,115,185
revixy,ReviXy,Arcaea,ikaruga_nex,https://static.wikia.nocookie.net/iowiro/images/6/67/Revixy_new.jpg/revision/latest?cb=20230927233249,6,6.0,base_conflict,Revoke Kurorak,Conflict,出前 (Demae),2:38,Vocal samples,Freeform,1,729,729,2.0.0,1.0.0c,2019-03-21,2021-05-18,115,185
revixy,ReviXy,Arcaea,ikaruga_nex,https://static.wikia.nocookie.net/iowiro/images/6/67/Revixy_new.jpg/revision/latest?cb=20230927233249,9,9.0,base_conflict,Revoke Kurorak,Conflict,出前 (Demae),2:38,Vocal samples,Freeform,2,1047,1047,2.0.0,1.0.0c,2019-03-21,2021-05-18,115,185
worldvanquisher,World Vanquisher,CHUNITHM Collaboration,void (Mournfinale),https://static.wikia.nocookie.net/iowiro/images/3/34/World_Vanquisher-jacket.jpg/revision/latest?cb=20230928090331,2,2.5,chuni-worldvanquisher,処刑人【東星】,Light,タカヤマトシアキ (toshiaki takayama) (not credited),2:45,Choral,Melodic Trance,0,529,,2.1.0,,2019-05-23,,170,170
worldvanquisher,World Vanquisher,CHUNITHM Collaboration,void (Mournfinale),https://static.wikia.nocookie.net/iowiro/images/3/34/World_Vanquisher-jacket.jpg/revision/latest?cb=20230928090331,5,5.5,chuni-worldvanquisher,処刑人【東星】,Light,タカヤマトシアキ (toshiaki takayama) (not credited),2:45,Choral,Melodic Trance,1,759,,2.1.0,,2019-05-23,,170,170
worldvanquisher,World Vanquisher,CHUNITHM Collaboration,void (Mournfinale),https://static.wikia.nocookie.net/iowiro/images/3/34/World_Vanquisher-jacket.jpg/revision/latest?cb=20230928090331,10+,10.8,chuni-worldvanquisher,処刑人【東星】,Light,タカヤマトシアキ (toshiaki takayama) (not credited),2:45,Choral,Melodic Trance,2,1452,,2.1.0,,2019-05-23,,170,170
transientspace,Transient Space,Shifting Veil,"sleepless, Gardens, aspect",https://static.wikia.nocookie.net/iowiro/images/6/62/Transient_space.jpg/revision/latest?cb=20231026001811,2,2.5,eden_append_conflict,CERiNG -liminal-,Conflict,PAZZi,2:38,None,,0,419,,5.1.0,,2023-10-26,,115,132
transientspace,Transient Space,Shifting Veil,"sleepless, Gardens, aspect",https://static.wikia.nocookie.net/iowiro/images/6/62/Transient_space.jpg/revision/latest?cb=20231026001811,6,6.5,eden_append_conflict,CERiNG -liminal-,Conflict,PAZZi,2:38,None,,1,607,,5.1.0,,2023-10-26,,115,132
transientspace,Transient Space,Shifting Veil,"sleepless, Gardens, aspect",https://static.wikia.nocookie.net/iowiro/images/6/62/Transient_space.jpg/revision/latest?cb=20231026001811,9,9.5,eden_append_conflict,CERiNG -liminal-,Conflict,PAZZi,2:38,None,,2,805,,5.1.0,,2023-10-26,,115,132
sheriruth,Sheriruth,Eternal Core,Team Grimoire,https://static.wikia.nocookie.net/iowiro/images/d/da/Sheriruth.jpg/revision/latest?cb=20230928082558,5,5.5,sheriruth,夜浪,Conflict,シエラ (cierra),2:17,Choral,Gothic Hardcore,0,611,611,1.0.8,1.0.0c,2017-03-09,2021-05-18,185,185
sheriruth,Sheriruth,Eternal Core,Team Grimoire,https://static.wikia.nocookie.net/iowiro/images/d/da/Sheriruth.jpg/revision/latest?cb=20230928082558,7,7.5,sheriruth,夜浪,Conflict,シエラ (cierra),2:17,Choral,Gothic Hardcore,1,832,832,1.0.8,1.0.0c,2017-03-09,2021-05-18,185,185
sheriruth,Sheriruth,Eternal Core,Team Grimoire,https://static.wikia.nocookie.net/iowiro/images/d/da/Sheriruth.jpg/revision/latest?cb=20230928082558,10,10.1,sheriruth,夜浪,Conflict,シエラ (cierra),2:17,Choral,Gothic Hardcore,2,1151,1151,1.0.8,1.0.0c,2017-03-09,2021-05-18,185,185
avantraze,Avant Raze,Memory Archive,Sampling Masters MEGA,https://static.wikia.nocookie.net/iowiro/images/d/d8/Avant_Raze.jpg/revision/latest?cb=20230928051543,3,3.5,yugamu,Avant Toast,Conflict,LAM,2:13,Vocal samples,Gabber / Hardcore,0,580,580,2.4.7,1.0.0c,2019-12-09,2021-05-18,200,200
avantraze,Avant Raze,Memory Archive,Sampling Masters MEGA,https://static.wikia.nocookie.net/iowiro/images/d/d8/Avant_Raze.jpg/revision/latest?cb=20230928051543,6,6.5,yugamu,Avant Toast,Conflict,LAM,2:13,Vocal samples,Gabber / Hardcore,1,727,727,2.4.7,1.0.0c,2019-12-09,2021-05-18,200,200
avantraze,Avant Raze,Memory Archive,Sampling Masters MEGA,https://static.wikia.nocookie.net/iowiro/images/d/d8/Avant_Raze.jpg/revision/latest?cb=20230928051543,9,9.6,yugamu,Avant Toast,Conflict,LAM,2:13,Vocal samples,Gabber / Hardcore,2,1125,1125,2.4.7,1.0.0c,2019-12-09,2021-05-18,200,200
rise,Rise,Arcaea,Combatplayer,https://static.wikia.nocookie.net/iowiro/images/6/65/Rise.jpg/revision/latest?cb=20230928092000,2,2.5,base_light,Nitro,Light,Doomfest (not credited),2:21,None,Chiptune / Breakbeat,0,322,322,1.0.5,1.0.0c,2017-03-08,2021-05-18,140,140
rise,Rise,Arcaea,Combatplayer,https://static.wikia.nocookie.net/iowiro/images/6/65/Rise.jpg/revision/latest?cb=20230928092000,4,4.0,base_light,Nitro,Light,Doomfest (not credited),2:21,None,Chiptune / Breakbeat,1,599,599,1.0.5,1.0.0c,2017-03-08,2021-05-18,140,140
rise,Rise,Arcaea,Combatplayer,https://static.wikia.nocookie.net/iowiro/images/6/65/Rise.jpg/revision/latest?cb=20230928092000,7,7.5,base_light,Nitro,Light,Doomfest (not credited),2:21,None,Chiptune / Breakbeat,2,788,788,1.0.5,1.0.0c,2017-03-08,2021-05-18,140,140
nhelv,Nhelv,Arcaea,Silentroom,https://static.wikia.nocookie.net/iowiro/images/8/8f/Nhelv.jpg/revision/latest?cb=20230928072512,3,3.0,lethaeus,Nitro「Katastrophe」,Conflict,駿 (shun),2:41,Vocal samples,KATASTROPHE /  Neurofunk / Artcore,0,647,647,1.7.2,1.0.0c,2018-08-13,2021-05-18,174,59
nhelv,Nhelv,Arcaea,Silentroom,https://static.wikia.nocookie.net/iowiro/images/8/8f/Nhelv.jpg/revision/latest?cb=20230928072512,6,6.5,lethaeus,Nitro「Katastrophe」,Conflict,駿 (shun),2:41,Vocal samples,KATASTROPHE /  Neurofunk / Artcore,1,913,913,1.7.2,1.0.0c,2018-08-13,2021-05-18,174,59
nhelv,Nhelv,Arcaea,Silentroom,https://static.wikia.nocookie.net/iowiro/images/8/8f/Nhelv.jpg/revision/latest?cb=20230928072512,9+,9.9,lethaeus,Nitro「Katastrophe」,Conflict,駿 (shun),2:41,Vocal samples,KATASTROPHE /  Neurofunk / Artcore,2,1108,1108,1.7.2,1.0.0c,2018-08-13,2021-05-18,174,59
buchigireberserker,BUCHiGiRE Berserker,Memory Archive,REDALiCE VS MASAKI,https://static.wikia.nocookie.net/iowiro/images/4/41/BUCHiGiRE_Berserker.jpg/revision/latest?cb=20200916024310,5,5.0,gc_buchigire,夜浪,Conflict,koji (not credited),2:28,Vocal samples,UK Hardcore,0,850,850,3.2.0,1.1.0,2020-09-16,2021-06-22,200,200
buchigireberserker,BUCHiGiRE Berserker,Memory Archive,REDALiCE VS MASAKI,https://static.wikia.nocookie.net/iowiro/images/4/41/BUCHiGiRE_Berserker.jpg/revision/latest?cb=20200916024310,8,8.6,gc_buchigire,夜浪,Conflict,koji (not credited),2:28,Vocal samples,UK Hardcore,1,1046,1046,3.2.0,1.1.0,2020-09-16,2021-06-22,200,200
buchigireberserker,BUCHiGiRE Berserker,Memory Archive,REDALiCE VS MASAKI,https://static.wikia.nocookie.net/iowiro/images/4/41/BUCHiGiRE_Berserker.jpg/revision/latest?cb=20200916024310,10+,10.9,gc_buchigire,東星 vs 夜浪《BERSERK》,Conflict,koji (not credited),2:28,Vocal samples,UK Hardcore,2,1412,1412,3.2.0,1.1.0,2020-09-16,2021-06-22,200,200
cosmopopfunclub,Cosmo Pop Funclub,CHUNITHM Collaboration Chapter 3,ナユタン星人,https://static.wikia.nocookie.net/iowiro/images/b/b5/Cosmo_Pop_Funclub.jpg/revision/latest?cb=20230927213502,2,2.5,chunithmnew_light,Nitro NEW!!,Light,ちゃもーい (chamooi) (not credited),2:22,"000, Nanawo Akari",J-Pop,0,352,,4.4.0,,2023-03-23,,129,129
cosmopopfunclub,Cosmo Pop Funclub,CHUNITHM Collaboration Chapter 3,ナユタン星人,https://static.wikia.nocookie.net/iowiro/images/b/b5/Cosmo_Pop_Funclub.jpg/revision/latest?cb=20230927213502,6,6.0,chunithmnew_light,Nitro NEW!!,Light,ちゃもーい (chamooi) (not credited),2:22,"000, Nanawo Akari",J-Pop,1,591,,4.4.0,,2023-03-23,,129,129
cosmopopfunclub,Cosmo Pop Funclub,CHUNITHM Collaboration Chapter 3,ナユタン星人,https://static.wikia.nocookie.net/iowiro/images/b/b5/Cosmo_Pop_Funclub.jpg/revision/latest?cb=20230927213502,8,8.8,chunithmnew_light,Nitro NEW!!,Light,ちゃもーい (chamooi) (not credited),2:22,"000, Nanawo Akari",J-Pop,2,809,,4.4.0,,2023-03-23,,129,129
lawlesspoint,Lawless Point,World Extend,La prière,https://static.wikia.nocookie.net/iowiro/images/9/9c/Lawlesspoint.jpg/revision/latest?cb=20230927212246,3,3.0,single2_conflict,Luxance,Conflict,fuo (not credited),2:36,"藍月なくる (Aitsuki Nakuru), 棗いつき (Itsuki Natsume), nayuta",Electro Pop / Rock,0,476,,4.4.6,,2023-05-25,,148,148
lawlesspoint,Lawless Point,World Extend,La prière,https://static.wikia.nocookie.net/iowiro/images/9/9c/Lawlesspoint.jpg/revision/latest?cb=20230927212246,6,6.0,single2_conflict,Luxance,Conflict,fuo (not credited),2:36,"藍月なくる (Aitsuki Nakuru), 棗いつき (Itsuki Natsume), nayuta",Electro Pop / Rock,1,630,,4.4.6,,2023-05-25,,148,148
lawlesspoint,Lawless Point,World Extend,La prière,https://static.wikia.nocookie.net/iowiro/images/9/9c/Lawlesspoint.jpg/revision/latest?cb=20230927212246,8,8.9,single2_conflict,Luxance,Conflict,fuo (not credited),2:36,"藍月なくる (Aitsuki Nakuru), 棗いつき (Itsuki Natsume), nayuta",Electro Pop / Rock,2,838,,4.4.6,,2023-05-25,,148,148
cosmica,Cosmica,Shared Time,Nhato,https://static.wikia.nocookie.net/iowiro/images/9/98/Cosmica.jpg/revision/latest?cb=20230928024900,2,2.5,nijuusei2_conflict,Nitro,Conflict,シエラ (cierra),2:25,None,Glitch Hop,0,428,428,3.9.0,2.0.1,2021-11-11,2023-03-16,110,110
cosmica,Cosmica,Shared Time,Nhato,https://static.wikia.nocookie.net/iowiro/images/9/98/Cosmica.jpg/revision/latest?cb=20230928024900,5,5.0,nijuusei2_conflict,Nitro,Conflict,シエラ (cierra),2:25,None,Glitch Hop,1,566,532,3.9.0,2.0.1,2021-11-11,2023-03-16,110,110
cosmica,Cosmica,Shared Time,Nhato,https://static.wikia.nocookie.net/iowiro/images/9/98/Cosmica.jpg/revision/latest?cb=20230928024900,8,8.5,nijuusei2_conflict,Nitro missing Toaster.,Conflict,シエラ (cierra),2:25,None,Glitch Hop,2,773,733,3.9.0,2.0.1,2021-11-11,2023-03-16,110,110
unknownlevels,UNKNOWN LEVELS,Lasting Eden,Yuta Imai,https://static.wikia.nocookie.net/iowiro/images/6/6a/Unknown_levels.jpg/revision/latest?cb=20230927011822,4,4.0,eden_conflict,Toaster,Conflict,ひと和 (Hitowa),2:35,Vocal samples,Hardstyle / Darksynth / Midtempo,0,591,,4.7.0,,2023-08-18,,110,165
unknownlevels,UNKNOWN LEVELS,Lasting Eden,Yuta Imai,https://static.wikia.nocookie.net/iowiro/images/6/6a/Unknown_levels.jpg/revision/latest?cb=20230927011822,7,7.5,eden_conflict,Toaster,Conflict,ひと和 (Hitowa),2:35,Vocal samples,Hardstyle / Darksynth / Midtempo,1,771,,4.7.0,,2023-08-18,,110,165
unknownlevels,UNKNOWN LEVELS,Lasting Eden,Yuta Imai,https://static.wikia.nocookie.net/iowiro/images/6/6a/Unknown_levels.jpg/revision/latest?cb=20230927011822,10,10.6,eden_conflict,⇓ 東星 vs Toaster ⇓,Conflict,ひと和 (Hitowa),2:35,Vocal samples,Hardstyle / Darksynth / Midtempo,2,1149,,4.7.0,,2023-08-18,,110,165
bluerose,Blue Rose,Divided Heart,Cosmograph,https://static.wikia.nocookie.net/iowiro/images/d/dc/Blue_Rose.jpg/revision/latest?cb=20230928024710,2,2.0,hime_light,CERiNG,Light,チェリム (cherim),2:36,None,Jazz,0,595,595,3.10.0,1.0.0c,2021-12-09,2021-05-18,250,295
bluerose,Blue Rose,Divided Heart,Cosmograph,https://static.wikia.nocookie.net/iowiro/images/d/dc/Blue_Rose.jpg/revision/latest?cb=20230928024710,5,5.5,hime_light,CERiNG,Light,チェリム (cherim),2:36,None,Jazz,1,669,669,3.10.0,1.0.0c,2021-12-09,2021-05-18,250,295
bluerose,Blue Rose,Divided Heart,Cosmograph,https://static.wikia.nocookie.net/iowiro/images/d/dc/Blue_Rose.jpg/revision/latest?cb=20230928024710,9,9.1,hime_light,CERiNG,Light,チェリム (cherim),2:36,None,Jazz,2,955,955,3.10.0,1.0.0c,2021-12-09,2021-05-18,250,295
internetoverdose,INTERNET OVERDOSE,Memory Archive,Aiobahn feat. KOTOKO,https://static.wikia.nocookie.net/iowiro/images/6/60/INTERNET_OVERDOSE.jpg/revision/latest?cb=20230928024116,3,3.0,single2_light,Nitro Ch.,Light,kinakobooster,2:02,KOTOKO,Eurobeat,0,430,430,3.12.0,2.0.1,2022-02-17,2023-03-16,163,163
internetoverdose,INTERNET OVERDOSE,Memory Archive,Aiobahn feat. KOTOKO,https://static.wikia.nocookie.net/iowiro/images/6/60/INTERNET_OVERDOSE.jpg/revision/latest?cb=20230928024116,6,6.5,single2_light,Nitro Ch.,Light,kinakobooster,2:02,KOTOKO,Eurobeat,1,578,578,3.12.0,2.0.1,2022-02-17,2023-03-16,163,163
internetoverdose,INTERNET OVERDOSE,Memory Archive,Aiobahn feat. KOTOKO,https://static.wikia.nocookie.net/iowiro/images/6/60/INTERNET_OVERDOSE.jpg/revision/latest?cb=20230928024116,8,8.4,single2_light,Nitro Ch.,Light,kinakobooster,2:02,KOTOKO,Eurobeat,2,657,657,3.12.0,2.0.1,2022-02-17,2023-03-16,163,163
fanta5y,FANTA5Y,World Extend,Moon Jelly & YUKIYANAGI,https://static.wikia.nocookie.net/iowiro/images/e/ec/Fantasy.jpg/revision/latest?cb=20231026001747,3,3.0,hime_light,TOA5TIE,Light,nep,2:22,"Moon Jelly, Vocal samples",UK Hardcore,0,536,,5.1.0,,2023-10-26,,170,170
fanta5y,FANTA5Y,World Extend,Moon Jelly & YUKIYANAGI,https://static.wikia.nocookie.net/iowiro/images/e/ec/Fantasy.jpg/revision/latest?cb=20231026001747,6,6.5,hime_light,TOA5TIE,Light,nep,2:22,"Moon Jelly, Vocal samples",UK Hardcore,1,715,,5.1.0,,2023-10-26,,170,170
fanta5y,FANTA5Y,World Extend,Moon Jelly & YUKIYANAGI,https://static.wikia.nocookie.net/iowiro/images/e/ec/Fantasy.jpg/revision/latest?cb=20231026001747,9,9.4,hime_light,TOA5TIE,Light,nep,2:22,"Moon Jelly, Vocal samples",UK Hardcore,2,965,,5.1.0,,2023-10-26,,170,170
dantalion,Dantalion,Black Fate,Team Grimoire,https://static.wikia.nocookie.net/iowiro/images/1/15/Dantalion.jpg/revision/latest?cb=20230928055009,5,5.0,vs_conflict,夜浪,Conflict,Rolua,2:32,Choral,Neurofunk / Gothic Hardcore,0,731,731,3.0.0,1.0.0c,2020-05-27,2021-05-18,186,186
dantalion,Dantalion,Black Fate,Team Grimoire,https://static.wikia.nocookie.net/iowiro/images/1/15/Dantalion.jpg/revision/latest?cb=20230928055009,8,8.2,vs_conflict,東星,Conflict,Rolua,2:32,Choral,Neurofunk / Gothic Hardcore,1,843,843,3.0.0,1.0.0c,2020-05-27,2021-05-18,186,186
dantalion,Dantalion,Black Fate,Team Grimoire,https://static.wikia.nocookie.net/iowiro/images/1/15/Dantalion.jpg/revision/latest?cb=20230928055009,10+,10.9,vs_conflict,"夜浪 X 東星 ""The Lost""",Conflict,Rolua,2:32,Choral,Neurofunk / Gothic Hardcore,2,1476,1430,3.0.0,1.0.0c,2020-05-27,2021-05-18,186,186
genesisiris,Genesis,Ambivalent Vision,Iris,https://static.wikia.nocookie.net/iowiro/images/c/c7/Genesis.jpg/revision/latest?cb=20230928062435,2,2.0,mirai_conflict,Haruba,Conflict,RiceGnat,2:13,Vocal samples,Trance / Acid,0,275,275,1.1.4,1.0.0c,2017-08-10,2021-05-18,132,132
genesisiris,Genesis,Ambivalent Vision,Iris,https://static.wikia.nocookie.net/iowiro/images/c/c7/Genesis.jpg/revision/latest?cb=20230928062435,5,5.5,mirai_conflict,Haruba,Conflict,RiceGnat,2:13,Vocal samples,Trance / Acid,1,399,399,1.1.4,1.0.0c,2017-08-10,2021-05-18,132,132
